bucket,kind,era,series,rel_day,value
10y,reopen,full,ci_hi,3,0.7577815969917554
10y,reopen,full,ci_hi,4,0.7944428297418156
10y,reopen,full,ci_hi,5,0.6953895380011684
10y,reopen,full,ci_hi,6,0.6473944600280072
10y,reopen,full,ci_hi,7,0.6422175828691981
10y,reopen,full,ci_hi,8,0.5892760877453357
10y,reopen,full,ci_hi,9,0.6129065552350388
10y,reopen,full,ci_hi,10,0.6936601975720451
10y,reopen,train,mean_xcpi,-10,0.0
10y,reopen,train,mean_xcpi,-9,0.11923761166259605
10y,reopen,train,mean_xcpi,-8,0.21322057102549757
10y,reopen,train,mean_xcpi,-7,0.294913318345175
10y,reopen,train,mean_xcpi,-6,0.19876798531994694
10y,reopen,train,mean_xcpi,-5,0.3650905608715186
10y,reopen,train,mean_xcpi,-4,0.35312979781343656
10y,reopen,train,mean_xcpi,-3,0.28734465275331544
10y,reopen,train,mean_xcpi,-2,0.39517925094348527
10y,reopen,train,mean_xcpi,-1,0.26062080485851774
10y,reopen,train,mean_xcpi,0,0.7497509588588303
10y,reopen,train,mean_xcpi,1,0.6397776829947913
10y,reopen,train,mean_xcpi,2,0.6838739333740366
10y,reopen,train,mean_xcpi,3,0.5685407112270774
10y,reopen,train,mean_xcpi,4,0.6952669804121021
10y,reopen,train,mean_xcpi,5,0.4436217528089964
10y,reopen,train,mean_xcpi,6,0.3354869087504937
10y,reopen,train,mean_xcpi,7,0.29253527380046174
10y,reopen,train,mean_xcpi,8,0.20904388673485172
10y,reopen,train,mean_xcpi,9,0.10325170465132286
10y,reopen,train,mean_xcpi,10,0.325016148615563
10y,reopen,train,median_xcpi,-10,0.0
10y,reopen,train,median_xcpi,-9,-0.012637541279164388
10y,reopen,train,median_xcpi,-8,0.06452493661573211
10y,reopen,train,median_xcpi,-7,0.14498601722394167
10y,reopen,train,median_xcpi,-6,0.022974755079380182
10y,reopen,train,median_xcpi,-5,0.1300997349475672
10y,reopen,train,median_xcpi,-4,0.0993964324488894
10y,reopen,train,median_xcpi,-3,0.12758347400627956
10y,reopen,train,median_xcpi,-2,0.20762287151445113
10y,reopen,train,median_xcpi,-1,0.23456087106177037
10y,reopen,train,median_xcpi,0,0.11953092644812768
10y,reopen,train,median_xcpi,1,0.22763480456717855
10y,reopen,train,median_xcpi,2,0.20760029001486968
10y,reopen,train,median_xcpi,3,0.1505450175305847
10y,reopen,train,median_xcpi,4,0.2580130998000353
10y,reopen,train,median_xcpi,5,0.12686696716963386
10y,reopen,train,median_xcpi,6,0.13540485929339396
10y,reopen,train,median_xcpi,7,0.07189280125557751
10y,reopen,train,median_xcpi,8,0.004412510701818029
10y,reopen,train,median_xcpi,9,0.03200994165450899
10y,reopen,train,median_xcpi,10,0.28993471660566394
10y,reopen,train,mean_raw,-10,0.0
10y,reopen,train,mean_raw,-9,0.11923761166259605
10y,reopen,train,mean_raw,-8,0.21322057102549757
10y,reopen,train,mean_raw,-7,0.294913318345175
10y,reopen,train,mean_raw,-6,0.19216291634028765
10y,reopen,train,mean_raw,-5,0.3509243611148055
10y,reopen,train,mean_raw,-4,0.3451473018668347
10y,reopen,train,mean_raw,-3,0.27936215680671356
10y,reopen,train,mean_raw,-2,0.40350628280728307
10y,reopen,train,mean_raw,-1,0.2944866476559894
10y,reopen,train,mean_raw,0,0.7763758787272739
10y,reopen,train,mean_raw,1,0.6833775377004982
10y,reopen,train,mean_raw,2,0.7274737880797437
10y,reopen,train,mean_raw,3,0.5987014924691522
10y,reopen,train,mean_raw,4,0.7065625937488393
10y,reopen,train,mean_raw,5,0.46739306698530747
10y,reopen,train,mean_raw,6,0.4266632389116724
10y,reopen,train,mean_raw,7,0.38528013549126194
10y,reopen,train,mean_raw,8,0.2752591852711362
10y,reopen,train,mean_raw,9,0.18349551666802458
10y,reopen,train,mean_raw,10,0.4052599606322646
10y,reopen,train,mean_z,-10,0.0
10y,reopen,train,mean_z,-9,0.032287900637957445
10y,reopen,train,mean_z,-8,0.3235929188139924
10y,reopen,train,mean_z,-7,0.480593787268798
10y,reopen,train,mean_z,-6,0.5198516180855457
10y,reopen,train,mean_z,-5,0.9131879425888083
10y,reopen,train,mean_z,-4,0.7882236098929877
10y,reopen,train,mean_z,-3,0.6247494184107616
10y,reopen,train,mean_z,-2,0.6804006599072616
10y,reopen,train,mean_z,-1,0.32804193733171594
10y,reopen,train,mean_z,0,1.2790451244877357
10y,reopen,train,mean_z,1,1.2952678977595666
10y,reopen,train,mean_z,2,1.3207545572513069
10y,reopen,train,mean_z,3,1.1780707091861844
10y,reopen,train,mean_z,4,1.7529772447655543
10y,reopen,train,mean_z,5,1.1574471233048764
10y,reopen,train,mean_z,6,0.8738058480225348
10y,reopen,train,mean_z,7,0.7390784964497203
10y,reopen,train,mean_z,8,0.6826014177582618
10y,reopen,train,mean_z,9,0.5703847539019452
10y,reopen,train,mean_z,10,1.0904397214578367
10y,reopen,train,ci_lo,-10,0.0
10y,reopen,train,ci_lo,-9,-0.18554788707551328
10y,reopen,train,ci_lo,-8,-0.10102207544871528
10y,reopen,train,ci_lo,-7,0.01762541524108482
10y,reopen,train,ci_lo,-6,-0.03033237540028461
10y,reopen,train,ci_lo,-5,0.11151156729515924
10y,reopen,train,ci_lo,-4,0.11626972028357956
10y,reopen,train,ci_lo,-3,0.013392112321326586
10y,reopen,train,ci_lo,-2,0.06019623243076094
10y,reopen,train,ci_lo,-1,-0.08797664382837814
10y,reopen,train,ci_lo,0,0.1916089416088455
10y,reopen,train,ci_lo,1,0.17869058225568787
10y,reopen,train,ci_lo,2,0.1803225620704315
10y,reopen,train,ci_lo,3,0.10657087021237818
10y,reopen,train,ci_lo,4,0.2950629939665305
10y,reopen,train,ci_lo,5,0.016653418022010244
10y,reopen,train,ci_lo,6,-0.061304722418859155
10y,reopen,train,ci_lo,7,-0.15112675655596255
10y,reopen,train,ci_lo,8,-0.27346672524565363
10y,reopen,train,ci_lo,9,-0.6588954517638573
10y,reopen,train,ci_lo,10,-0.22487488410406015
10y,reopen,train,ci_hi,-10,0.0
10y,reopen,train,ci_hi,-9,0.5491356154793352
10y,reopen,train,ci_hi,-8,0.6120193992418171
10y,reopen,train,ci_hi,-7,0.6498116088594946
10y,reopen,train,ci_hi,-6,0.4857538718855616
10y,reopen,train,ci_hi,-5,0.6753538297474947
10y,reopen,train,ci_hi,-4,0.6180752924214891
10y,reopen,train,ci_hi,-3,0.591535076120598
10y,reopen,train,ci_hi,-2,0.7683887982482503
10y,reopen,train,ci_hi,-1,0.6315671627715408
10y,reopen,train,ci_hi,0,1.4046563183591647
10y,reopen,train,ci_hi,1,1.1441369533310084
10y,reopen,train,ci_hi,2,1.2397309342847764
10y,reopen,train,ci_hi,3,1.0621515650637787
10y,reopen,train,ci_hi,4,1.123626864128247
10y,reopen,train,ci_hi,5,0.8963018298512828
10y,reopen,train,ci_hi,6,0.741382048634897
10y,reopen,train,ci_hi,7,0.750211091607977
10y,reopen,train,ci_hi,8,0.714725103361005
10y,reopen,train,ci_hi,9,0.7761975571416744
10y,reopen,train,ci_hi,10,0.8930254736056707
10y,reopen,holdout,mean_xcpi,-10,0.0
10y,reopen,holdout,mean_xcpi,-9,-0.010317898228346578
10y,reopen,holdout,mean_xcpi,-8,-0.09707687716189974
10y,reopen,holdout,mean_xcpi,-7,-0.1495427420889836
10y,reopen,holdout,mean_xcpi,-6,-0.14376266961243278
10y,reopen,holdout,mean_xcpi,-5,-0.10829528660089181
10y,reopen,holdout,mean_xcpi,-4,-0.07531396452022655
10y,reopen,holdout,mean_xcpi,-3,-0.09247714127053491
10y,reopen,holdout,mean_xcpi,-2,0.009198055370801135
10y,reopen,holdout,mean_xcpi,-1,0.1277851491376681
10y,reopen,holdout,mean_xcpi,0,0.07848558800242245
10y,reopen,holdout,mean_xcpi,1,0.12546833524988438
10y,reopen,holdout,mean_xcpi,2,0.2608228893394871
10y,reopen,holdout,mean_xcpi,3,0.2876518486135553
10y,reopen,holdout,mean_xcpi,4,0.2561116777044002
10y,reopen,holdout,mean_xcpi,5,0.304687292380839
10y,reopen,holdout,mean_xcpi,6,0.32612430407832277
10y,reopen,holdout,mean_xcpi,7,0.29615919170353466
10y,reopen,holdout,mean_xcpi,8,0.228417229047995
10y,reopen,holdout,mean_xcpi,9,0.24087258908709017
10y,reopen,holdout,mean_xcpi,10,0.28987466310367865
10y,reopen,holdout,median_xcpi,-10,0.0
10y,reopen,holdout,median_xcpi,-9,-0.005431776763614726
10y,reopen,holdout,median_xcpi,-8,0.040791340063905945
10y,reopen,holdout,median_xcpi,-7,0.046442423705489455
10y,reopen,holdout,median_xcpi,-6,0.0687393843282369
10y,reopen,holdout,median_xcpi,-5,0.08177104966387017
10y,reopen,holdout,median_xcpi,-4,0.16619442069287782
10y,reopen,holdout,median_xcpi,-3,0.19710538425821156
10y,reopen,holdout,median_xcpi,-2,0.2584004577289911
10y,reopen,holdout,median_xcpi,-1,0.2848466268282057
10y,reopen,holdout,median_xcpi,0,0.210563123927332
10y,reopen,holdout,median_xcpi,1,0.2071925485903292
10y,reopen,holdout,median_xcpi,2,0.13892261413141482
10y,reopen,holdout,median_xcpi,3,0.15190375084703778
10y,reopen,holdout,median_xcpi,4,0.08808257733202152
10y,reopen,holdout,median_xcpi,5,0.12187974641571231
10y,reopen,holdout,median_xcpi,6,0.14155138563073377
10y,reopen,holdout,median_xcpi,7,0.12342143058791111
10y,reopen,holdout,median_xcpi,8,0.10717420862929439
10y,reopen,holdout,median_xcpi,9,0.14629729823584237
10y,reopen,holdout,median_xcpi,10,0.17871499022594772
10y,reopen,holdout,mean_raw,-10,0.0
10y,reopen,holdout,mean_raw,-9,-0.012852991017387976
10y,reopen,holdout,mean_raw,-8,-0.09961196995094113
10y,reopen,holdout,mean_raw,-7,-0.10983469307479787
10y,reopen,holdout,mean_raw,-6,-0.22341883390940434
10y,reopen,holdout,mean_raw,-5,-0.2100084236514356
10y,reopen,holdout,mean_raw,-4,-0.17179265264034058
10y,reopen,holdout,mean_raw,-3,-0.18895582939064876
10y,reopen,holdout,mean_raw,-2,-0.08728063274931283
10y,reopen,holdout,mean_raw,-1,0.031306461017554174
10y,reopen,holdout,mean_raw,0,-0.017993100117691462
10y,reopen,holdout,mean_raw,1,0.02898964712977046
10y,reopen,holdout,mean_raw,2,0.16434420121937318
10y,reopen,holdout,mean_raw,3,0.19117316049344146
10y,reopen,holdout,mean_raw,4,0.1596329895842862
10y,reopen,holdout,mean_raw,5,0.20820860426072507
10y,reopen,holdout,mean_raw,6,0.22964561595820895
10y,reopen,holdout,mean_raw,7,0.19968050358342065
10y,reopen,holdout,mean_raw,8,0.13193854092788107
10y,reopen,holdout,mean_raw,9,0.14439390096697624
10y,reopen,holdout,mean_raw,10,0.1933959749835647
10y,reopen,holdout,mean_z,-10,0.0
10y,reopen,holdout,mean_z,-9,-0.041183701828333225
10y,reopen,holdout,mean_z,-8,-0.38840695502204803
10y,reopen,holdout,mean_z,-7,-0.5728418079885639
10y,reopen,holdout,mean_z,-6,-0.4924895175061477
10y,reopen,holdout,mean_z,-5,-0.49993239712076376
10y,reopen,holdout,mean_z,-4,-0.3247747648834082
10y,reopen,holdout,mean_z,-3,-0.4155675293002442
10y,reopen,holdout,mean_z,-2,-0.024223589283784437
10y,reopen,holdout,mean_z,-1,0.39574196078570295
10y,reopen,holdout,mean_z,0,0.21459900648618138
10y,reopen,holdout,mean_z,1,0.1882877616799459
10y,reopen,holdout,mean_z,2,0.7207340386721972
10y,reopen,holdout,mean_z,3,0.9495627037541681
10y,reopen,holdout,mean_z,4,0.6327452473916007
10y,reopen,holdout,mean_z,5,0.6773962017378364
10y,reopen,holdout,mean_z,6,0.8284895657476656
10y,reopen,holdout,mean_z,7,0.717571507538675
10y,reopen,holdout,mean_z,8,0.28029279866729473
10y,reopen,holdout,mean_z,9,0.37326661463300154
10y,reopen,holdout,mean_z,10,0.663491146102464
10y,reopen,holdout,ci_lo,-10,0.0
10y,reopen,holdout,ci_lo,-9,-0.10446623258031669
10y,reopen,holdout,ci_lo,-8,-0.3348478459998906
10y,reopen,holdout,ci_lo,-7,-0.4472037139361882
10y,reopen,holdout,ci_lo,-6,-0.49026044023352683
10y,reopen,holdout,ci_lo,-5,-0.5642588057907569
10y,reopen,holdout,ci_lo,-4,-0.5150702990641339
10y,reopen,holdout,ci_lo,-3,-0.6115797056647889
10y,reopen,holdout,ci_lo,-2,-0.540950192401887
10y,reopen,holdout,ci_lo,-1,-0.41735073832710967
10y,reopen,holdout,ci_lo,0,-0.4829809898047658
10y,reopen,holdout,ci_lo,1,-0.3645697379849379
10y,reopen,holdout,ci_lo,2,-0.16698809842756798
10y,reopen,holdout,ci_lo,3,-0.044785461437133404
10y,reopen,holdout,ci_lo,4,-0.0897578928212874
10y,reopen,holdout,ci_lo,5,-0.08515087580087434
10y,reopen,holdout,ci_lo,6,-0.10297978984208435
10y,reopen,holdout,ci_lo,7,-0.16618186257901435
10y,reopen,holdout,ci_lo,8,-0.26359151480767656
10y,reopen,holdout,ci_lo,9,-0.2611855403439182
10y,reopen,holdout,ci_lo,10,-0.25671117975165164
10y,reopen,holdout,ci_hi,-10,0.0
10y,reopen,holdout,ci_hi,-9,0.07715195860617013
10y,reopen,holdout,ci_hi,-8,0.08143407434126898
10y,reopen,holdout,ci_hi,-7,0.07377244605168867
10y,reopen,holdout,ci_hi,-6,0.1136979928017263
10y,reopen,holdout,ci_hi,-5,0.24188640437747547
10y,reopen,holdout,ci_hi,-4,0.2698319016479407
10y,reopen,holdout,ci_hi,-3,0.30267016108871814
10y,reopen,holdout,ci_hi,-2,0.42724427212946686
10y,reopen,holdout,ci_hi,-1,0.5620354475822882
10y,reopen,holdout,ci_hi,0,0.5257514462837517
10y,reopen,holdout,ci_hi,1,0.5426229417755539
10y,reopen,holdout,ci_hi,2,0.6669073941006908
10y,reopen,holdout,ci_hi,3,0.6378333282840085
10y,reopen,holdout,ci_hi,4,0.6254900299513744
10y,reopen,holdout,ci_hi,5,0.7462483424241163
10y,reopen,holdout,ci_hi,6,0.8136257155702814
10y,reopen,holdout,ci_hi,7,0.7909285446231383
10y,reopen,holdout,ci_hi,8,0.7141005890465651
10y,reopen,holdout,ci_hi,9,0.7380707779478226
10y,reopen,holdout,ci_hi,10,0.78930449170982
30y,new_issue,full,mean_xcpi,-10,0.0
30y,new_issue,full,mean_xcpi,-9,-0.005425467542634619
30y,new_issue,full,mean_xcpi,-8,0.0013691464001195691
30y,new_issue,full,mean_xcpi,-7,0.0024064539957312733
30y,new_issue,full,mean_xcpi,-6,-0.032182841447387533
30y,new_issue,full,mean_xcpi,-5,-0.015239967086466506
30y,new_issue,full,mean_xcpi,-4,-0.03335728373831778
30y,new_issue,full,mean_xcpi,-3,-0.031302068593336965
30y,new_issue,full,mean_xcpi,-2,0.022281149224182926
30y,new_issue,full,mean_xcpi,-1,0.0330975644306208
30y,new_issue,full,mean_xcpi,0,-0.037821245098461895
30y,new_issue,full,mean_xcpi,1,0.01092063165276322
30y,new_issue,full,mean_xcpi,2,-0.028502011234602623
30y,new_issue,full,mean_xcpi,3,-0.01231482418655379
30y,new_issue,full,mean_xcpi,4,4.090544818375113e-05
30y,new_issue,full,mean_xcpi,5,0.00216499332543963
30y,new_issue,full,mean_xcpi,6,-0.003450029076435539
30y,new_issue,full,mean_xcpi,7,-0.013591300292441736
30y,new_issue,full,mean_xcpi,8,0.0013038619231481635
30y,new_issue,full,mean_xcpi,9,-0.03414769099420731
30y,new_issue,full,mean_xcpi,10,-0.05298342941087393
30y,new_issue,full,median_xcpi,-10,0.0
30y,new_issue,full,median_xcpi,-9,0.013297113488430767
30y,new_issue,full,median_xcpi,-8,-0.0015982876551438596
30y,new_issue,full,median_xcpi,-7,0.0012014510199054307
30y,new_issue,full,median_xcpi,-6,-0.00967183240848657
30y,new_issue,full,median_xcpi,-5,-0.014493883896538051
30y,new_issue,full,median_xcpi,-4,-0.014030467764591936
30y,new_issue,full,median_xcpi,-3,-0.01095496816939101
30y,new_issue,full,median_xcpi,-2,-0.005408415660246302
30y,new_issue,full,median_xcpi,-1,-0.007618067506542925
30y,new_issue,full,median_xcpi,0,-0.03614628726220648
30y,new_issue,full,median_xcpi,1,-0.03614628726220648
30y,new_issue,full,median_xcpi,2,-0.016481738104245913
30y,new_issue,full,median_xcpi,3,-0.0439328567502173
30y,new_issue,full,median_xcpi,4,-0.018575419663768855
30y,new_issue,full,median_xcpi,5,0.014171752044789265
30y,new_issue,full,median_xcpi,6,0.03570696068971868
30y,new_issue,full,median_xcpi,7,0.02598364154623445
30y,new_issue,full,median_xcpi,8,0.14286105620088252
30y,new_issue,full,median_xcpi,9,0.09164247680335247
30y,new_issue,full,median_xcpi,10,0.08987391439092829
30y,new_issue,full,mean_raw,-10,0.0
30y,new_issue,full,mean_raw,-9,-0.007724291586131381
30y,new_issue,full,mean_raw,-8,-0.007142819035766014
30y,new_issue,full,mean_raw,-7,0.0008398154933009298
30y,new_issue,full,mean_raw,-6,-0.03889195399825601
30y,new_issue,full,mean_raw,-5,-0.023267320030388207
30y,new_issue,full,mean_raw,-4,-0.03927104014933048
30y,new_issue,full,mean_raw,-3,-0.02107556459874756
30y,new_issue,full,mean_raw,-2,0.040404697051152384
30y,new_issue,full,mean_raw,-1,0.039439679500444844
30y,new_issue,full,mean_raw,0,0.17801147696389336
30y,new_issue,full,mean_raw,1,0.24869576202892993
30y,new_issue,full,mean_raw,2,0.20927311914156407
30y,new_issue,full,mean_raw,3,0.22546030618961288
30y,new_issue,full,mean_raw,4,0.23781603582435043
30y,new_issue,full,mean_raw,5,0.23393655182306455
30y,new_issue,full,mean_raw,6,0.2283215294211894
30y,new_issue,full,mean_raw,7,0.2181802582051832
30y,new_issue,full,mean_raw,8,0.23307542042077306
30y,new_issue,full,mean_raw,9,0.1976238675034176
30y,new_issue,full,mean_raw,10,0.1787881290867509
30y,new_issue,full,mean_z,-10,0.0
30y,new_issue,full,mean_z,-9,0.2280436787106005
30y,new_issue,full,mean_z,-8,0.13157819407498797
30y,new_issue,full,mean_z,-7,-0.00569626066778694
30y,new_issue,full,mean_z,-6,-0.09088947974146337
30y,new_issue,full,mean_z,-5,-0.09269749860528614
30y,new_issue,full,mean_z,-4,-0.17517684704844286
30y,new_issue,full,mean_z,-3,-0.13672105588042205
30y,new_issue,full,mean_z,-2,0.30032954380833726
30y,new_issue,full,mean_z,-1,0.4061786696214653
30y,new_issue,full,mean_z,0,1.1594277420673171
30y,new_issue,full,mean_z,1,-58.68966086837236
30y,new_issue,full,mean_z,2,-105.16800805503124
30y,new_issue,full,mean_z,3,-58.84487613443018
30y,new_issue,full,mean_z,4,-71.43178349637014
30y,new_issue,full,mean_z,5,-73.73008010738644
30y,new_issue,full,mean_z,6,-52.16159746222466
30y,new_issue,full,mean_z,7,-71.97126142580632
30y,new_issue,full,mean_z,8,-37.22122925286686
30y,new_issue,full,mean_z,9,-58.52908991806389
30y,new_issue,full,mean_z,10,-8.879986453488522
30y,new_issue,full,ci_lo,-10,0.0
30y,new_issue,full,ci_lo,-9,-0.04871517872024902
30y,new_issue,full,ci_lo,-8,-0.0360263180114853
30y,new_issue,full,ci_lo,-7,-0.025022941941920368
30y,new_issue,full,ci_lo,-6,-0.08166086109529633
30y,new_issue,full,ci_lo,-5,-0.04673076836042639
30y,new_issue,full,ci_lo,-4,-0.07210707778455952
30y,new_issue,full,ci_lo,-3,-0.07221056878427914
30y,new_issue,full,ci_lo,-2,-0.10964322022973601
30y,new_issue,full,ci_lo,-1,-0.09795839022079925
30y,new_issue,full,ci_lo,0,-0.2850582868317668
30y,new_issue,full,ci_lo,1,-0.2784449004380017
30y,new_issue,full,ci_lo,2,-0.3402996743933634
30y,new_issue,full,ci_lo,3,-0.3023484044688851
30y,new_issue,full,ci_lo,4,-0.2945102220348027
30y,new_issue,full,ci_lo,5,-0.2809044568947197
30y,new_issue,full,ci_lo,6,-0.2857191261559747
30y,new_issue,full,ci_lo,7,-0.28887818206993593
30y,new_issue,full,ci_lo,8,-0.28310557327844804
30y,new_issue,full,ci_lo,9,-0.31829458352466017
30y,new_issue,full,ci_lo,10,-0.3479152699566753
30y,new_issue,full,ci_hi,-10,0.0
30y,new_issue,full,ci_hi,-9,0.024238376663137464
30y,new_issue,full,ci_hi,-8,0.034539159443557954
30y,new_issue,full,ci_hi,-7,0.03116684120100955
30y,new_issue,full,ci_hi,-6,0.009302599051264659
30y,new_issue,full,ci_hi,-5,0.015361611244674446
30y,new_issue,full,ci_hi,-4,-0.00011583897492633091
30y,new_issue,full,ci_hi,-3,0.006511420654653374
30y,new_issue,full,ci_hi,-2,0.21412153666109035
30y,new_issue,full,ci_hi,-1,0.2240210892777858
30y,new_issue,full,ci_hi,0,0.21406149591055276
30y,new_issue,full,ci_hi,1,0.2984518113995643
30y,new_issue,full,ci_hi,2,0.27339844347554676
30y,new_issue,full,ci_hi,3,0.2772012606420708
30y,new_issue,full,ci_hi,4,0.2894365361727717
30y,new_issue,full,ci_hi,5,0.282615408664085
30y,new_issue,full,ci_hi,6,0.2700685005144068
30y,new_issue,full,ci_hi,7,0.2449640384855503
30y,new_issue,full,ci_hi,8,0.26596894300059454
30y,new_issue,full,ci_hi,9,0.2315378860285216
30y,new_issue,full,ci_hi,10,0.21897780603290992
5y,new_issue,full,mean_xcpi,-10,0.0
5y,new_issue,full,mean_xcpi,-9,0.035568056487134736
5y,new_issue,full,mean_xcpi,-8,0.06492408415184388
5y,new_issue,full,mean_xcpi,-7,0.1018183338568877
5y,new_issue,full,mean_xcpi,-6,0.14883203499274877
5y,new_issue,full,mean_xcpi,-5,0.15848579886581643
5y,new_issue,full,mean_xcpi,-4,0.17684051209234036
5y,new_issue,full,mean_xcpi,-3,0.23801632141524712
5y,new_issue,full,mean_xcpi,-2,0.31530785655934196
5y,new_issue,full,mean_xcpi,-1,0.2719916177655854
5y,new_issue,full,mean_xcpi,0,0.02547784257541517
5y,new_issue,full,mean_xcpi,1,-0.09910337643673763
5y,new_issue,full,mean_xcpi,2,-0.25668444059220175
5y,new_issue,full,mean_xcpi,3,-0.23446794474544008
5y,new_issue,full,mean_xcpi,4,-0.30828865276908285
5y,new_issue,full,mean_xcpi,5,-0.4127275380531052
5y,new_issue,full,mean_xcpi,6,-0.35193061340769055
5y,new_issue,full,mean_xcpi,7,-0.38071838206352304
5y,new_issue,full,mean_xcpi,8,-0.3501355510832637
5y,new_issue,full,mean_xcpi,9,-0.31279860415891214
5y,new_issue,full,mean_xcpi,10,-0.3364845611936151
5y,new_issue,full,median_xcpi,-10,0.0
5y,new_issue,full,median_xcpi,-9,0.0
5y,new_issue,full,median_xcpi,-8,0.012144868463834335
5y,new_issue,full,median_xcpi,-7,-0.03517870787769228
5y,new_issue,full,median_xcpi,-6,0.09618088361642141
5y,new_issue,full,median_xcpi,-5,0.058205809122502394
5y,new_issue,full,median_xcpi,-4,0.0908868265243904
5y,new_issue,full,median_xcpi,-3,0.08069625557146909
5y,new_issue,full,median_xcpi,-2,0.08017154964614359
5y,new_issue,full,median_xcpi,-1,0.015865522257113573
5y,new_issue,full,median_xcpi,0,-0.5188440123195658
5y,new_issue,full,median_xcpi,1,-0.5785694507311971
5y,new_issue,full,median_xcpi,2,-0.6994809048742966
5y,new_issue,full,median_xcpi,3,-0.6518512111907057
5y,new_issue,full,median_xcpi,4,-0.7322039922798577
5y,new_issue,full,median_xcpi,5,-0.7063410226772285
5y,new_issue,full,median_xcpi,6,-0.7451883311696327
5y,new_issue,full,median_xcpi,7,-0.8606810919417285
5y,new_issue,full,median_xcpi,8,-0.8842527851531723
5y,new_issue,full,median_xcpi,9,-0.8357033204885818
5y,new_issue,full,median_xcpi,10,-0.8949348027912348
5y,new_issue,full,mean_raw,-10,0.0
5y,new_issue,full,mean_raw,-9,0.04413721493571027
5y,new_issue,full,mean_raw,-8,0.07931642721532771
5y,new_issue,full,mean_raw,-7,0.13151842942528133
5y,new_issue,full,mean_raw,-6,0.16603607719235106
5y,new_issue,full,mean_raw,-5,0.1573078042709585
5y,new_issue,full,mean_raw,-4,0.21691085058529008
5y,new_issue,full,mean_raw,-3,0.27808665990819686
5y,new_issue,full,mean_raw,-2,0.3431119783764653
5y,new_issue,full,mean_raw,-1,0.2997957395827087
5y,new_issue,full,mean_raw,0,0.05328196439253852
5y,new_issue,full,mean_raw,1,-0.07234128593839584
5y,new_issue,full,mean_raw,2,-0.2299223500938599
5y,new_issue,full,mean_raw,3,-0.20770585424709836
5y,new_issue,full,mean_raw,4,-0.281526562270741
5y,new_issue,full,mean_raw,5,-0.3859654475547636
5y,new_issue,full,mean_raw,6,-0.32516852290934867
5y,new_issue,full,mean_raw,7,-0.35395629156518116
5y,new_issue,full,mean_raw,8,-0.32337346058492183
5y,new_issue,full,mean_raw,9,-0.2860365136605703
5y,new_issue,full,mean_raw,10,-0.30972247069527326
5y,new_issue,full,mean_z,-10,0.0
5y,new_issue,full,mean_z,-9,0.1796526395231009
5y,new_issue,full,mean_z,-8,0.18707976820114075
5y,new_issue,full,mean_z,-7,0.2170675636788651
5y,new_issue,full,mean_z,-6,0.24069265310192187
5y,new_issue,full,mean_z,-5,0.2894796388704492
5y,new_issue,full,mean_z,-4,0.4279837371674146
5y,new_issue,full,mean_z,-3,0.352906275073203
5y,new_issue,full,mean_z,-2,0.39673886604212477
5y,new_issue,full,mean_z,-1,0.37406790228809833
5y,new_issue,full,mean_z,0,-17.159790590235826
5y,new_issue,full,mean_z,1,-21.177895778651173
5y,new_issue,full,mean_z,2,-25.308838495395854
5y,new_issue,full,mean_z,3,-15.744720515426312
5y,new_issue,full,mean_z,4,-10.704081685597831
5y,new_issue,full,mean_z,5,-15.620773537397785
5y,new_issue,full,mean_z,6,-21.90446514419353
5y,new_issue,full,mean_z,7,-17.924996195746974
5y,new_issue,full,mean_z,8,-22.72964373590861
5y,new_issue,full,mean_z,9,-18.606248360463237
5y,new_issue,full,mean_z,10,-22.093459060236786
5y,new_issue,full,ci_lo,-10,0.0
5y,new_issue,full,ci_lo,-9,-0.07219395743167689
5y,new_issue,full,ci_lo,-8,-0.07507236548724563
5y,new_issue,full,ci_lo,-7,-0.0811093654989868
5y,new_issue,full,ci_lo,-6,-0.07592354970365571
5y,new_issue,full,ci_lo,-5,-0.10426976300821547
5y,new_issue,full,ci_lo,-4,-0.03795423848825878
5y,new_issue,full,ci_lo,-3,-0.08002108077450296
5y,new_issue,full,ci_lo,-2,-0.02827973813460891
5y,new_issue,full,ci_lo,-1,-0.05352493919659763
5y,new_issue,full,ci_lo,0,-0.6851545998384022
5y,new_issue,full,ci_lo,1,-0.8283879658682637
5y,new_issue,full,ci_lo,2,-0.9965323399446522
5y,new_issue,full,ci_lo,3,-0.9823386927581227
5y,new_issue,full,ci_lo,4,-1.067397471626127
5y,new_issue,full,ci_lo,5,-1.051276165760253
5y,new_issue,full,ci_lo,6,-1.0231952821526926
5y,new_issue,full,ci_lo,7,-1.0615202580842076
5y,new_issue,full,ci_lo,8,-1.02465511972371
5y,new_issue,full,ci_lo,9,-1.0393316504710057
5y,new_issue,full,ci_lo,10,-1.0525846679793012
5y,new_issue,full,ci_hi,-10,0.0
5y,new_issue,full,ci_hi,-9,0.14695201687957626
5y,new_issue,full,ci_hi,-8,0.22611211074609294
5y,new_issue,full,ci_hi,-7,0.33634614154956716
5y,new_issue,full,ci_hi,-6,0.4120173689733471
5y,new_issue,full,ci_hi,-5,0.4727674326219365
5y,new_issue,full,ci_hi,-4,0.43074424957288565
5y,new_issue,full,ci_hi,-3,0.6159394771746594
5y,new_issue,full,ci_hi,-2,0.747831235641461
5y,new_issue,full,ci_hi,-1,0.6396598661046048
5y,new_issue,full,ci_hi,0,0.8645322061859
