bucket,kind,era,series,rel_day,value
5y,new_issue,full,ci_hi,1,0.7981556077444627
5y,new_issue,full,ci_hi,2,0.6314209757768924
5y,new_issue,full,ci_hi,3,0.7131767728218205
5y,new_issue,full,ci_hi,4,0.6582359656253725
5y,new_issue,full,ci_hi,5,0.4212534912976133
5y,new_issue,full,ci_hi,6,0.4788044929686855
5y,new_issue,full,ci_hi,7,0.46392127823888196
5y,new_issue,full,ci_hi,8,0.4755908324374318
5y,new_issue,full,ci_hi,9,0.6070119831584926
5y,new_issue,full,ci_hi,10,0.5654176715050937
5y,new_issue,train,mean_xcpi,-10,0.0
5y,new_issue,train,mean_xcpi,-9,-0.012741784303770487
5y,new_issue,train,mean_xcpi,-8,0.06725803001902468
5y,new_issue,train,mean_xcpi,-7,0.1605864920556241
5y,new_issue,train,mean_xcpi,-6,0.11493129396899453
5y,new_issue,train,mean_xcpi,-5,0.04777011821765198
5y,new_issue,train,mean_xcpi,-4,0.06693834979791186
5y,new_issue,train,mean_xcpi,-3,0.21698993826828575
5y,new_issue,train,mean_xcpi,-2,0.2818249082253208
5y,new_issue,train,mean_xcpi,-1,0.3023260216664179
5y,new_issue,train,mean_xcpi,0,0.060507225059312886
5y,new_issue,train,mean_xcpi,1,-0.057411260496301166
5y,new_issue,train,mean_xcpi,2,-0.2883961386674165
5y,new_issue,train,mean_xcpi,3,-0.26598823563212726
5y,new_issue,train,mean_xcpi,4,-0.43326338413802185
5y,new_issue,train,mean_xcpi,5,-0.6131875787535571
5y,new_issue,train,mean_xcpi,6,-0.505173304131238
5y,new_issue,train,mean_xcpi,7,-0.57954903011805
5y,new_issue,train,mean_xcpi,8,-0.5327163455421604
5y,new_issue,train,mean_xcpi,9,-0.4306883972987839
5y,new_issue,train,mean_xcpi,10,-0.5296002821890067
5y,new_issue,train,median_xcpi,-10,0.0
5y,new_issue,train,median_xcpi,-9,-0.028960162724834815
5y,new_issue,train,median_xcpi,-8,-0.06521287213153881
5y,new_issue,train,median_xcpi,-7,-0.04603933240509406
5y,new_issue,train,median_xcpi,-6,0.012166061982687992
5y,new_issue,train,median_xcpi,-5,-0.06871111862940393
5y,new_issue,train,median_xcpi,-4,-0.022241417958987375
5y,new_issue,train,median_xcpi,-3,0.012466568019400825
5y,new_issue,train,median_xcpi,-2,0.06141248895782658
5y,new_issue,train,median_xcpi,-1,0.10911554633881859
5y,new_issue,train,median_xcpi,0,-0.5844076603074213
5y,new_issue,train,median_xcpi,1,-0.6274701485677998
5y,new_issue,train,median_xcpi,2,-0.8080617376734858
5y,new_issue,train,median_xcpi,3,-0.8171616328985776
5y,new_issue,train,median_xcpi,4,-1.3617273519047823
5y,new_issue,train,median_xcpi,5,-1.0383121610139074
5y,new_issue,train,median_xcpi,6,-1.288329327865543
5y,new_issue,train,median_xcpi,7,-1.0716335985998742
5y,new_issue,train,median_xcpi,8,-1.1648529422661396
5y,new_issue,train,median_xcpi,9,-1.20609129407368
5y,new_issue,train,median_xcpi,10,-1.4646468812822238
5y,new_issue,train,mean_raw,-10,0.0
5y,new_issue,train,mean_raw,-9,-0.012741784303770487
5y,new_issue,train,mean_raw,-8,0.08084546078714405
5y,new_issue,train,mean_raw,-7,0.17417392282374353
5y,new_issue,train,mean_raw,-6,0.06252472633729338
5y,new_issue,train,mean_raw,-5,0.01990068637033916
5y,new_issue,train,mean_raw,-4,0.13531502848881688
5y,new_issue,train,mean_raw,-3,0.28536661695919086
5y,new_issue,train,mean_raw,-2,0.3215804146726313
5y,new_issue,train,mean_raw,-1,0.34208152811372833
5y,new_issue,train,mean_raw,0,0.10026273150662318
5y,new_issue,train,mean_raw,1,-0.017655754048990835
5y,new_issue,train,mean_raw,2,-0.2486406322201061
5y,new_issue,train,mean_raw,3,-0.22623272918481696
5y,new_issue,train,mean_raw,4,-0.39350787769071144
5y,new_issue,train,mean_raw,5,-0.5734320723062467
5y,new_issue,train,mean_raw,6,-0.4654177976839273
5y,new_issue,train,mean_raw,7,-0.5397935236707395
5y,new_issue,train,mean_raw,8,-0.49296083909484983
5y,new_issue,train,mean_raw,9,-0.3909328908514733
5y,new_issue,train,mean_raw,10,-0.4898447757416962
5y,new_issue,train,mean_z,-10,0.0
5y,new_issue,train,mean_z,-9,0.07684493474636751
5y,new_issue,train,mean_z,-8,0.2419562565087431
5y,new_issue,train,mean_z,-7,0.3961785997428797
5y,new_issue,train,mean_z,-6,0.14669289817803258
5y,new_issue,train,mean_z,-5,0.2707207835492516
5y,new_issue,train,mean_z,-4,0.41045270732717537
5y,new_issue,train,mean_z,-3,0.6095025405821114
5y,new_issue,train,mean_z,-2,0.6048853287720602
5y,new_issue,train,mean_z,-1,0.6715467199259012
5y,new_issue,train,mean_z,0,-39.30390768394194
5y,new_issue,train,mean_z,1,-48.341282995525376
5y,new_issue,train,mean_z,2,-57.65625852990734
5y,new_issue,train,mean_z,3,-35.41869983532156
5y,new_issue,train,mean_z,4,-23.64445929629582
5y,new_issue,train,mean_z,5,-34.86633399706365
5y,new_issue,train,mean_z,6,-49.51790388997043
5y,new_issue,train,mean_z,7,-40.17129925305593
5y,new_issue,train,mean_z,8,-51.434755144317386
5y,new_issue,train,mean_z,9,-41.87655568078156
5y,new_issue,train,mean_z,10,-50.10258007686105
5y,new_issue,train,ci_lo,-10,0.0
5y,new_issue,train,ci_lo,-9,-0.23430042963594527
5y,new_issue,train,ci_lo,-8,-0.22106744639301898
5y,new_issue,train,ci_lo,-7,-0.24192643976417932
5y,new_issue,train,ci_lo,-6,-0.306879727661124
5y,new_issue,train,ci_lo,-5,-0.3518753979880824
5y,new_issue,train,ci_lo,-4,-0.27847970382456727
5y,new_issue,train,ci_lo,-3,-0.3657142915824634
5y,new_issue,train,ci_lo,-2,-0.25295346368822147
5y,new_issue,train,ci_lo,-1,-0.3101191507274726
5y,new_issue,train,ci_lo,0,-1.292208134920687
5y,new_issue,train,ci_lo,1,-1.4583867828384347
5y,new_issue,train,ci_lo,2,-1.7199887152002196
5y,new_issue,train,ci_lo,3,-1.7371895803292583
5y,new_issue,train,ci_lo,4,-1.8994267388668138
5y,new_issue,train,ci_lo,5,-1.9250748603820782
5y,new_issue,train,ci_lo,6,-1.8391628329720702
5y,new_issue,train,ci_lo,7,-1.9428518007932198
5y,new_issue,train,ci_lo,8,-1.8684170672323128
5y,new_issue,train,ci_lo,9,-1.9029919732280867
5y,new_issue,train,ci_lo,10,-1.9401103894328575
5y,new_issue,train,ci_hi,-10,0.0
5y,new_issue,train,ci_hi,-9,0.22609455812444249
5y,new_issue,train,ci_hi,-8,0.39850053026185067
5y,new_issue,train,ci_hi,-7,0.6383310145159098
5y,new_issue,train,ci_hi,-6,0.6006440697264595
5y,new_issue,train,ci_hi,-5,0.5232579239761027
5y,new_issue,train,ci_hi,-4,0.4278719047756778
5y,new_issue,train,ci_hi,-3,0.8284731889777308
5y,new_issue,train,ci_hi,-2,0.797947103432321
5y,new_issue,train,ci_hi,-1,0.8919761169832091
5y,new_issue,train,ci_hi,0,1.6846675916148681
5y,new_issue,train,ci_hi,1,1.884239033786888
5y,new_issue,train,ci_hi,2,1.5824367744738213
5y,new_issue,train,ci_hi,3,1.7627717200060726
5y,new_issue,train,ci_hi,4,1.6449537662869387
5y,new_issue,train,ci_hi,5,1.0907341648931128
5y,new_issue,train,ci_hi,6,1.3379069015310965
5y,new_issue,train,ci_hi,7,1.3130767663027465
5y,new_issue,train,ci_hi,8,1.309228143024602
5y,new_issue,train,ci_hi,9,1.6148696124378121
5y,new_issue,train,ci_hi,10,1.482593170830858
5y,new_issue,holdout,mean_xcpi,-10,0.0
5y,new_issue,holdout,mean_xcpi,-9,0.07180043708031365
5y,new_issue,holdout,mean_xcpi,-8,0.06317362475145827
5y,new_issue,holdout,mean_xcpi,-7,0.05774221520783543
5y,new_issue,holdout,mean_xcpi,-6,0.17425759076056443
5y,new_issue,holdout,mean_xcpi,-5,0.2415225593519398
5y,new_issue,holdout,mean_xcpi,-4,0.2592671338131618
5y,new_issue,holdout,mean_xcpi,-3,0.25378610877546814
5y,new_issue,holdout,mean_xcpi,-2,0.3404200678098578
5y,new_issue,holdout,mean_xcpi,-1,0.24924081483996086
5y,new_issue,holdout,mean_xcpi,0,-0.000794194287508071
5y,new_issue,holdout,mean_xcpi,1,-0.13037246339206499
5y,new_issue,holdout,mean_xcpi,2,-0.23290066703579068
5y,new_issue,holdout,mean_xcpi,3,-0.21082772658042476
5y,new_issue,holdout,mean_xcpi,4,-0.21455760424237852
5y,new_issue,holdout,mean_xcpi,5,-0.2623825075277665
5y,new_issue,holdout,mean_xcpi,6,-0.23699859536502987
5y,new_issue,holdout,mean_xcpi,7,-0.23159539602262783
5y,new_issue,holdout,mean_xcpi,8,-0.21319995523909124
5y,new_issue,holdout,mean_xcpi,9,-0.2243812593040083
5y,new_issue,holdout,mean_xcpi,10,-0.19164777044707135
5y,new_issue,holdout,median_xcpi,-10,0.0
5y,new_issue,holdout,median_xcpi,-9,0.042920417221337104
5y,new_issue,holdout,median_xcpi,-8,0.07157406016615897
5y,new_issue,holdout,median_xcpi,-7,-0.006072830233722071
5y,new_issue,holdout,median_xcpi,-6,0.13749483100166782
5y,new_issue,holdout,median_xcpi,-5,0.1762311772934233
5y,new_issue,holdout,median_xcpi,-4,0.19270748732189147
5y,new_issue,holdout,median_xcpi,-3,0.11710810330573529
5y,new_issue,holdout,median_xcpi,-2,0.135730950980395
5y,new_issue,holdout,median_xcpi,-1,-0.021560846854079663
5y,new_issue,holdout,median_xcpi,0,-0.33784790509609475
5y,new_issue,holdout,median_xcpi,1,-0.33178095760725834
5y,new_issue,holdout,median_xcpi,2,-0.3689096033746564
5y,new_issue,holdout,median_xcpi,3,-0.42340908509957975
5y,new_issue,holdout,median_xcpi,4,-0.4388124500832369
5y,new_issue,holdout,median_xcpi,5,-0.39251830750795935
5y,new_issue,holdout,median_xcpi,6,-0.4195476012546162
5y,new_issue,holdout,median_xcpi,7,-0.48725891286495737
5y,new_issue,holdout,median_xcpi,8,-0.4242799795959873
5y,new_issue,holdout,median_xcpi,9,-0.4188112668333521
5y,new_issue,holdout,median_xcpi,10,-0.5069287864257976
5y,new_issue,holdout,mean_raw,-10,0.0
5y,new_issue,holdout,mean_raw,-9,0.08679646436532083
5y,new_issue,holdout,mean_raw,-8,0.07816965203646545
5y,new_issue,holdout,mean_raw,-7,0.09952680937643471
5y,new_issue,holdout,mean_raw,-6,0.24366959033364444
5y,new_issue,holdout,mean_raw,-5,0.26036314269642297
5y,new_issue,holdout,mean_raw,-4,0.27810771715764504
5y,new_issue,holdout,mean_raw,-3,0.2726266921199514
5y,new_issue,holdout,mean_raw,-2,0.35926065115434114
5y,new_issue,holdout,mean_raw,-1,0.268081398184444
5y,new_issue,holdout,mean_raw,0,0.018046389056975004
5y,new_issue,holdout,mean_raw,1,-0.1133554348554496
5y,new_issue,holdout,mean_raw,2,-0.21588363849917533
5y,new_issue,holdout,mean_raw,3,-0.19381069804380938
5y,new_issue,holdout,mean_raw,4,-0.19754057570576317
5y,new_issue,holdout,mean_raw,5,-0.24536547899115116
5y,new_issue,holdout,mean_raw,6,-0.2199815668284145
5y,new_issue,holdout,mean_raw,7,-0.21457836748601247
5y,new_issue,holdout,mean_raw,8,-0.19618292670247586
5y,new_issue,holdout,mean_raw,9,-0.2073642307673929
5y,new_issue,holdout,mean_raw,10,-0.17463074191045602
5y,new_issue,holdout,mean_z,-10,0.0
5y,new_issue,holdout,mean_z,-9,0.25675841810565087
5y,new_issue,holdout,mean_z,-8,0.1459224019704389
5y,new_issue,holdout,mean_z,-7,0.08273428663085416
5y,new_issue,holdout,mean_z,-6,0.3111924692948388
5y,new_issue,holdout,mean_z,-5,0.3035487803613473
5y,new_issue,holdout,mean_z,-4,0.441132009547594
5y,new_issue,holdout,mean_z,-3,0.160459075941522
5y,new_issue,holdout,mean_z,-2,0.2406290189946731
5y,new_issue,holdout,mean_z,-1,0.15095878905974625
5y,new_issue,holdout,mean_z,0,-0.5517027699562451
5y,new_issue,holdout,mean_z,1,-0.8053553659955345
5y,new_issue,holdout,mean_z,2,-1.0482734695122355
5y,new_issue,holdout,mean_z,3,-0.9892360255048787
5y,new_issue,holdout,mean_z,4,-0.9987984775743473
5y,new_issue,holdout,mean_z,5,-1.1866031926483864
5y,new_issue,holdout,mean_z,6,-1.1943860848608692
5y,new_issue,holdout,mean_z,7,-1.2402689027652634
5y,new_issue,holdout,mean_z,8,-1.2008101796020334
5y,new_issue,holdout,mean_z,9,-1.1535178702244968
5y,new_issue,holdout,mean_z,10,-1.0866182977685783
5y,new_issue,holdout,ci_lo,-10,0.0
5y,new_issue,holdout,ci_lo,-9,-0.008927590657351147
5y,new_issue,holdout,ci_lo,-8,-0.05981913790450761
5y,new_issue,holdout,ci_lo,-7,-0.08844215466226286
5y,new_issue,holdout,ci_lo,-6,-0.06798917600062192
5y,new_issue,holdout,ci_lo,-5,-0.08628007253313812
5y,new_issue,holdout,ci_lo,-4,-0.025285007674741844
5y,new_issue,holdout,ci_lo,-3,-0.11079165125975404
5y,new_issue,holdout,ci_lo,-2,-0.09293454545747962
5y,new_issue,holdout,ci_lo,-1,-0.11505142245384531
5y,new_issue,holdout,ci_lo,0,-0.6582117126615457
5y,new_issue,holdout,ci_lo,1,-0.7640447297509312
5y,new_issue,holdout,ci_lo,2,-0.9098947517140087
5y,new_issue,holdout,ci_lo,3,-0.881834121811482
5y,new_issue,holdout,ci_lo,4,-0.8587480783057017
5y,new_issue,holdout,ci_lo,5,-0.7950092794950954
5y,new_issue,holdout,ci_lo,6,-0.7550460081760425
5y,new_issue,holdout,ci_lo,7,-0.7440324637284547
5y,new_issue,holdout,ci_lo,8,-0.7148035267286188
5y,new_issue,holdout,ci_lo,9,-0.797610035852371
5y,new_issue,holdout,ci_lo,10,-0.7569244754025334
5y,new_issue,holdout,ci_hi,-10,0.0
5y,new_issue,holdout,ci_hi,-9,0.15591224140361964
5y,new_issue,holdout,ci_hi,-8,0.17563439831911995
5y,new_issue,holdout,ci_hi,-7,0.19473256088328902
5y,new_issue,holdout,ci_hi,-6,0.4493843801549892
5y,new_issue,holdout,ci_hi,-5,0.6663516968614572
5y,new_issue,holdout,ci_hi,-4,0.6293110327576246
5y,new_issue,holdout,ci_hi,-3,0.74046039893261
5y,new_issue,holdout,ci_hi,-2,0.9936862639486174
5y,new_issue,holdout,ci_hi,-1,0.7505051965997589
5y,new_issue,holdout,ci_hi,0,0.767734649020513
5y,new_issue,holdout,ci_hi,1,0.5676818355758646
5y,new_issue,holdout,ci_hi,2,0.49233298002312303
5y,new_issue,holdout,ci_hi,3,0.4913917141888316
5y,new_issue,holdout,ci_hi,4,0.4508235623308394
5y,new_issue,holdout,ci_hi,5,0.2988812821321658
5y,new_issue,holdout,ci_hi,6,0.3333518919177911
5y,new_issue,holdout,ci_hi,7,0.33641459671515295
5y,new_issue,holdout,ci_hi,8,0.3319501014613862
5y,new_issue,holdout,ci_hi,9,0.37363505734821767
5y,new_issue,holdout,ci_hi,10,0.4163685345380133
5y,reopen,full,mean_xcpi,-10,0.0
5y,reopen,full,mean_xcpi,-9,-0.038582569734371075
5y,reopen,full,mean_xcpi,-8,0.426002799481589
5y,reopen,full,mean_xcpi,-7,0.41545668066125635
5y,reopen,full,mean_xcpi,-6,0.2086407257458405
5y,reopen,full,mean_xcpi,-5,0.03279900171799152
5y,reopen,full,mean_xcpi,-4,0.09583268094085963
5y,reopen,full,mean_xcpi,-3,-0.22009239027152921
5y,reopen,full,mean_xcpi,-2,0.32125709250947027
5y,reopen,full,mean_xcpi,-1,-0.7581542851515323
5y,reopen,full,mean_xcpi,0,-0.39033378328362656
5y,reopen,full,mean_xcpi,1,-0.4311652884145818
5y,reopen,full,mean_xcpi,2,-0.6693803088796803
5y,reopen,full,mean_xcpi,3,-0.6955641748883564
5y,reopen,full,mean_xcpi,4,-1.0500822716259361
5y,reopen,full,mean_xcpi,5,-1.5061011042139598
5y,reopen,full,mean_xcpi,6,-1.5894327936708432
5y,reopen,full,mean_xcpi,7,-1.3401808272593867
5y,reopen,full,mean_xcpi,8,-1.3607980543931575
5y,reopen,full,mean_xcpi,9,-1.1272610415323687
5y,reopen,full,mean_xcpi,10,-1.1042586628147741
5y,reopen,full,median_xcpi,-10,0.0
5y,reopen,full,median_xcpi,-9,0.029965108619429692
5y,reopen,full,median_xcpi,-8,0.12857256053129884
5y,reopen,full,median_xcpi,-7,0.19099976427943144
5y,reopen,full,median_xcpi,-6,0.019584149038201826
5y,reopen,full,median_xcpi,-5,-0.009821968373588508
5y,reopen,full,median_xcpi,-4,0.11726894550994071
5y,reopen,full,median_xcpi,-3,0.2524289669729618
5y,reopen,full,median_xcpi,-2,0.23626505135216913
5y,reopen,full,median_xcpi,-1,0.2884101984171994
5y,reopen,full,median_xcpi,0,0.2924025392351086
5y,reopen,full,median_xcpi,1,0.4364306482662368
5y,reopen,full,median_xcpi,2,0.2195671106631769
5y,reopen,full,median_xcpi,3,0.3321805253634236
5y,reopen,full,median_xcpi,4,0.4161249521373316
5y,reopen,full,median_xcpi,5,0.4308735729606772
5y,reopen,full,median_xcpi,6,0.39505896538302165
5y,reopen,full,median_xcpi,7,0.4229057268480996
5y,reopen,full,median_xcpi,8,0.4019757091971221
5y,reopen,full,median_xcpi,9,0.621458517281448
5y,reopen,full,median_xcpi,10,0.5934953205277149
5y,reopen,full,mean_raw,-10,0.0
5y,reopen,full,mean_raw,-9,-0.03357424315880536
5y,reopen,full,mean_raw,-8,0.4357231904568412
5y,reopen,full,mean_raw,-7,0.21573732019278005
5y,reopen,full,mean_raw,-6,0.11944992245327202
5y,reopen,full,mean_raw,-5,-0.055326765399550996
5y,reopen,full,mean_raw,-4,0.0035199905320970224
5y,reopen,full,mean_raw,-3,-0.31240508068029177
5y,reopen,full,mean_raw,-2,0.2055169099407158
5y,reopen,full,mean_raw,-1,-0.8813413092544657
5y,reopen,full,mean_raw,0,-0.5769808923658895
5y,reopen,full,mean_raw,1,-0.6388807263236543
5y,reopen,full,mean_raw,2,-0.8770957467887524
5y,reopen,full,mean_raw,3,-0.9032796127974286
5y,reopen,full,mean_raw,4,-1.257797709535008
5y,reopen,full,mean_raw,5,-1.7138165421230325
5y,reopen,full,mean_raw,6,-1.7971482315799143
5y,reopen,full,mean_raw,7,-1.5478962651684591
5y,reopen,full,mean_raw,8,-1.5685134923022301
5y,reopen,full,mean_raw,9,-1.3349764794414416
5y,reopen,full,mean_raw,10,-1.3119741007238461
5y,reopen,full,mean_z,-10,0.0
5y,reopen,full,mean_z,-9,0.07567601931117632
5y,reopen,full,mean_z,-8,0.7620196458734841
5y,reopen,full,mean_z,-7,0.8246493860759374
5y,reopen,full,mean_z,-6,0.24705209940966716
5y,reopen,full,mean_z,-5,0.43171107711777545
5y,reopen,full,mean_z,-4,0.5366202305469694
5y,reopen,full,mean_z,-3,0.10856724604958301
5y,reopen,full,mean_z,-2,0.8517498895643567
5y,reopen,full,mean_z,-1,-0.6542247620989072
5y,reopen,full,mean_z,0,-0.22943632113516574
5y,reopen,full,mean_z,1,-0.39209045038466617
5y,reopen,full,mean_z,2,-1.0805724673715347
5y,reopen,full,mean_z,3,-1.0930849630391797
5y,reopen,full,mean_z,4,-1.286927362793693
5y,reopen,full,mean_z,5,-1.7739895023557712
5y,reopen,full,mean_z,6,-2.03578736420894
5y,reopen,full,mean_z,7,-1.7647070980368322
5y,reopen,full,mean_z,8,-1.6510992505701374
5y,reopen,full,mean_z,9,-0.9917441600366859
5y,reopen,full,mean_z,10,-0.6729442151221094
5y,reopen,full,ci_lo,-10,0.0
5y,reopen,full,ci_lo,-9,-0.2787775451849676
5y,reopen,full,ci_lo,-8,0.03400444873298682
5y,reopen,full,ci_lo,-7,-0.007616528773150324
5y,reopen,full,ci_lo,-6,-0.17828096155728201
5y,reopen,full,ci_lo,-5,-0.42114238932997966
5y,reopen,full,ci_lo,-4,-0.2921596965227106
5y,reopen,full,ci_lo,-3,-1.5792434991546842
5y,reopen,full,ci_lo,-2,-0.07744633308913623
5y,reopen,full,ci_lo,-1,-3.220670315357082
5y,reopen,full,ci_lo,0,-2.0550706766096147
5y,reopen,full,ci_lo,1,-2.308566500392105
5y,reopen,full,ci_lo,2,-2.5998563634787106
5y,reopen,full,ci_lo,3,-2.831896881457874
5y,reopen,full,ci_lo,4,-3.9517304652702077
5y,reopen,full,ci_lo,5,-5.280270711814182
5y,reopen,full,ci_lo,6,-5.373750716487524
5y,reopen,full,ci_lo,7,-4.730490697577656
5y,reopen,full,ci_lo,8,-4.84207486195319
5y,reopen,full,ci_lo,9,-4.587473607213983
5y,reopen,full,ci_lo,10,-4.712782599247033
5y,reopen,full,ci_hi,-10,0.0
5y,reopen,full,ci_hi,-9,0.169484485884089
5y,reopen,full,ci_hi,-8,1.0001856680822812
5y,reopen,full,ci_hi,-7,0.995758788931179
5y,reopen,full,ci_hi,-6,0.7066716224083446
5y,reopen,full,ci_hi,-5,0.44398648864943374
5y,reopen,full,ci_hi,-4,0.4625091180453161
5y,reopen,full,ci_hi,-3,0.7419087661697334
5y,reopen,full,ci_hi,-2,0.7177534540458441
5y,reopen,full,ci_hi,-1,0.7718507041501408
5y,reopen,full,ci_hi,0,0.7117216386468503
5y,reopen,full,ci_hi,1,0.8302279281596169
5y,reopen,full,ci_hi,2,0.5526724693221202
5y,reopen,full,ci_hi,3,0.7016375056885025
5y,reopen,full,ci_hi,4,0.7689208134893559
5y,reopen,full,ci_hi,5,0.6938383320646029
5y,reopen,full,ci_hi,6,0.5813228134587713
5y,reopen,full,ci_hi,7,0.7427396935245872
5y,reopen,full,ci_hi,8,0.7324891904955356
5y,reopen,full,ci_hi,9,0.9899175551674891
5y,reopen,full,ci_hi,10,1.0564050598624817
5y,reopen,train,mean_xcpi,-10,0.0
5y,reopen,train,mean_xcpi,-9,-0.1944962870392598
5y,reopen,train,mean_xcpi,-8,0.715644707428218
5y,reopen,train,mean_xcpi,-7,0.6320584437665471
5y,reopen,train,mean_xcpi,-6,0.418775012776281
5y,reopen,train,mean_xcpi,-5,-0.07780616826912301
5y,reopen,train,mean_xcpi,-4,0.09082801402568066
5y,reopen,train,mean_xcpi,-3,-0.5196949792467748
5y,reopen,train,mean_xcpi,-2,0.4994155715854134
5y,reopen,train,mean_xcpi,-1,-1.5533761293479624
5y,reopen,train,mean_xcpi,0,-0.7824113998095087
5y,reopen,train,mean_xcpi,1,-0.7736560045869196
5y,reopen,train,mean_xcpi,2,-1.0644392311385846
5y,reopen,train,mean_xcpi,3,-1.2008595694904711
5y,reopen,train,mean_xcpi,4,-1.828350458225557
5y,reopen,train,mean_xcpi,5,-2.5969202831702227
5y,reopen,train,mean_xcpi,6,-2.7378057969111054
5y,reopen,train,mean_xcpi,7,-2.239448072322771
5y,reopen,train,mean_xcpi,8,-2.2933841453774515
5y,reopen,train,mean_xcpi,9,-1.995873950490273
5y,reopen,train,mean_xcpi,10,-2.0254151862806586
5y,reopen,train,median_xcpi,-10,0.0
5y,reopen,train,median_xcpi,-9,0.020175829873965156
5y,reopen,train,median_xcpi,-8,0.1827464121994451
5y,reopen,train,median_xcpi,-7,0.32638459624918337
5y,reopen,train,median_xcpi,-6,0.24992144085267487
5y,reopen,train,median_xcpi,-5,0.3678946855014882
5y,reopen,train,median_xcpi,-4,0.4378288768145273
5y,reopen,train,median_xcpi,-3,0.6130768213237312
5y,reopen,train,median_xcpi,-2,0.799177260613595
5y,reopen,train,median_xcpi,-1,0.6686458514396683
5y,reopen,train,median_xcpi,0,0.8067803631079338
5y,reopen,train,median_xcpi,1,0.7567567082886493
5y,reopen,train,median_xcpi,2,0.727075429760232
5y,reopen,train,median_xcpi,3,0.5108920068066909
5y,reopen,train,median_xcpi,4,0.699175315697814
5y,reopen,train,median_xcpi,5,0.7290186545952531
5y,reopen,train,median_xcpi,6,0.5949652306251787
5y,reopen,train,median_xcpi,7,0.7249605500789236
5y,reopen,train,median_xcpi,8,0.800739336279682
5y,reopen,train,median_xcpi,9,1.2691611071804632
5y,reopen,train,median_xcpi,10,1.6262658079854164
5y,reopen,train,mean_raw,-10,0.0
5y,reopen,train,mean_raw,-9,-0.22313208061463222
5y,reopen,train,mean_raw,-8,0.6870089138528456
5y,reopen,train,mean_raw,-7,0.18909338181226076
5y,reopen,train,mean_raw,-6,0.14682635392292037
5y,reopen,train,mean_raw,-5,-0.3322853067851833
5y,reopen,train,mean_raw,-4,-0.17229112661311177
5y,reopen,train,mean_raw,-3,-0.7828141198855672
5y,reopen,train,mean_raw,-2,0.19204450131108075
5y,reopen,train,mean_raw,-1,-1.8748134558535219
5y,reopen,train,mean_raw,0,-1.2157346554642774
5y,reopen,train,mean_raw,1,-1.246774992470107
5y,reopen,train,mean_raw,2,-1.537558219021771
5y,reopen,train,mean_raw,3,-1.6739785573736574
5y,reopen,train,mean_raw,4,-2.3014694461087437
5y,reopen,train,mean_raw,5,-3.0700392710534103
5y,reopen,train,mean_raw,6,-3.2109247847942908
5y,reopen,train,mean_raw,7,-2.7125670602059575
5y,reopen,train,mean_raw,8,-2.7665031332606387
5y,reopen,train,mean_raw,9,-2.46899293837346
5y,reopen,train,mean_raw,10,-2.498534174163845
5y,reopen,train,mean_z,-10,0.0
5y,reopen,train,mean_z,-9,-0.30921441236790986
5y,reopen,train,mean_z,-8,1.1074687924935607
5y,reopen,train,mean_z,-7,1.08569486976788
5y,reopen,train,mean_z,-6,0.7318523710852403
5y,reopen,train,mean_z,-5,0.3406427096127676
5y,reopen,train,mean_z,-4,0.6743029027546991
5y,reopen,train,mean_z,-3,-0.11288825007053784
5y,reopen,train,mean_z,-2,1.3446256807683947
5y,reopen,train,mean_z,-1,-1.5436844572459902
5y,reopen,train,mean_z,0,-0.4693288141619399
5y,reopen,train,mean_z,1,-0.18527683941944367
5y,reopen,train,mean_z,2,-0.7049716385802447
5y,reopen,train,mean_z,3,-1.205755627443788
5y,reopen,train,mean_z,4,-1.8524004310192508
5y,reopen,train,mean_z,5,-2.4859496626465885
5y,reopen,train,mean_z,6,-2.8237075666224505
5y,reopen,train,mean_z,7,-2.2514182430374423
5y,reopen,train,mean_z,8,-1.9679896659598404
5y,reopen,train,mean_z,9,-1.4056601861383522
5y,reopen,train,mean_z,10,-1.1349631343610156
5y,reopen,train,ci_lo,-10,0.0
5y,reopen,train,ci_lo,-9,-0.5913599134963807
5y,reopen,train,ci_lo,-8,0.0768560723160649
5y,reopen,train,ci_lo,-7,-0.12423494514226908
5y,reopen,train,ci_lo,-6,-0.24826972292079239
5y,reopen,train,ci_lo,-5,-0.8875787567975847
5y,reopen,train,ci_lo,-4,-0.5578783345712071
5y,reopen,train,ci_lo,-3,-2.9018451534803233
5y,reopen,train,ci_lo,-2,-0.15719103501678372
5y,reopen,train,ci_lo,-1,-5.961745520747247
5y,reopen,train,ci_lo,0,-3.7181435222987425
5y,reopen,train,ci_lo,1,-4.0880773527644365
5y,reopen,train,ci_lo,2,-4.421722663935388
5y,reopen,train,ci_lo,3,-4.971415653727144
5y,reopen,train,ci_lo,4,-7.015804370459867
5y,reopen,train,ci_lo,5,-9.384281606970974
5y,reopen,train,ci_lo,6,-9.532944289028272
5y,reopen,train,ci_lo,7,-8.351708841451263
5y,reopen,train,ci_lo,8,-8.510337401668698
5y,reopen,train,ci_lo,9,-8.221223488291365
5y,reopen,train,ci_lo,10,-8.507647450132396
5y,reopen,train,ci_hi,-10,0.0
5y,reopen,train,ci_hi,-9,0.12972690313504326
5y,reopen,train,ci_hi,-8,1.6345238569844902
5y,reopen,train,ci_hi,-7,1.605804858799954
5y,reopen,train,ci_hi,-6,1.238714350443197
5y,reopen,train,ci_hi,-5,0.5897761003830851
